WKT,highway,noname,name,surface,maxspeed,ref,lanes,oneway,service,bridge,layer
"LINESTRING (-59.6438078 13.2837383,-59.6438038 13.2836587,-59.643777 13.2836156,-59.6436536 13.2834564,-59.6436 13.2833742,-59.6435785 13.2832906,-59.6435879 13.2832306,-59.6436469 13.2831667,-59.643773 13.2830857,-59.6439138 13.2829761,-59.6441727 13.2827464,-59.644465 13.2824906,-59.6448191 13.2821812,-59.6450444 13.2819946,-59.6453582 13.2817231,-59.6455969 13.2815116,-59.6457169 13.2814154,-59.6460539 13.2811452,-59.6462692 13.2809722)",secondary,,Highway 1B,asphalt,,H1B,2,,,,
"LINESTRING (-59.6437457 13.2716088,-59.6438295 13.2715984,-59.6438731 13.2716115,-59.6439298 13.2716618)",residential,,West Drive,asphalt,,,,,,,
"LINESTRING (-59.6432247 13.2719058,-59.6432247 13.271849,-59.6432408 13.2718307,-59.6432964 13.2718073,-59.6437457 13.2716088)",residential,,South Drive,,,,,,,,
"LINESTRING (-59.6439298 13.2716618,-59.6445462 13.2730681,-59.6449434 13.2739096)",residential,,West Drive,,,,,,,,
"LINESTRING (-59.6450683 13.2697715,-59.6449224 13.2700042,-59.6447406 13.2702293,-59.6444894 13.2705275,-59.6443406 13.2706735,-59.6442004 13.2707585,-59.6439834 13.2708462,-59.6438034 13.2709563,-59.6435214 13.2711055,-59.6432989 13.2712274,-59.6428515 13.2715001,-59.6424827 13.2717382,-59.6421342 13.2720193,-59.6417345 13.2722844,-59.6415363 13.272412,-59.6413354 13.2725076,-59.6412609 13.2725439,-59.6412361 13.2725741,-59.6412334 13.2726135,-59.6412403 13.2726678,-59.6412636 13.2727639,-59.6412959 13.2728477,-59.6413028 13.2729213,-59.6413033 13.272964,-59.6412857 13.2730293,-59.6412333 13.2731042,-59.6410815 13.2732391,-59.6408588 13.2734114,-59.6406416 13.2735837,-59.6402741 13.2738891,-59.6399254 13.2742181,-59.6397752 13.274393,-59.6396545 13.2745183,-59.6395383 13.2746833)",primary,,Highway 1C,asphalt,60,H1C,2,,,,
"LINESTRING (-59.6445462 13.2730681,-59.643891 13.2733523)",residential,,Central Drive,,,,,,,,
"LINESTRING (-59.6442388 13.274159,-59.643891 13.2733523,-59.6432247 13.2719058)",residential,,East Drive,,,,,,,,
"LINESTRING (-59.6449434 13.2739096,-59.6449313 13.2739763,-59.6448723 13.274022,-59.6444109 13.2742152,-59.6443197 13.2742112,-59.6442388 13.274159)",residential,,North Drive,,,,,,,,
"LINESTRING (-59.6443901 13.2770711,-59.6438778 13.27799,-59.6437008 13.2781857,-59.6435801 13.2783789,-59.6435173 13.2785504)",track,,,,,,,,,,
"LINESTRING (-59.6448411 13.2787232,-59.6445138 13.279214,-59.644329 13.2794069)",residential,,,,,,,,,,
"LINESTRING (-59.6435872 13.2785782,-59.6435173 13.2785504,-59.6434406 13.2786047,-59.6433516 13.2786976,-59.6430274 13.2791586,-59.6429196 13.2794379,-59.6428279 13.2794672)",residential,,Fustic Village,asphalt,,,,,,,
"LINESTRING (-59.6430274 13.2791586,-59.6437679 13.2800301)",residential,,,,,,,,,,
"LINESTRING (-59.6448191 13.2821812,-59.6442409 13.2813371)",residential,yes,,asphalt,,,,,,,
"LINESTRING (-59.6428441 13.2817375,-59.6433903 13.2825602,-59.643773 13.2830857)",residential,yes,,asphalt,,,,,,,
"LINESTRING (-59.6497116 13.2853028,-59.6495853 13.2852369,-59.6495299 13.285078,-59.6494682 13.2847691,-59.6494097 13.2846462,-59.6493173 13.2845532,-59.6492341 13.2845412,-59.6491569 13.2846059)",service,,,,,,,,,,
"LINESTRING (-59.646904 13.2845801,-59.6474443 13.2844609,-59.6475275 13.2844583,-59.6477045 13.2845157,-59.6479325 13.2846201,-59.6480183 13.2846489,-59.6481659 13.2846071,-59.6482356 13.2846071,-59.6482919 13.2846358,-59.648418 13.2850039)",residential,,,,,,,,,,
"LINESTRING (-59.6466032 13.2832148,-59.6471032 13.2830621,-59.6478019 13.2828963)",residential,,,,,,,,,,
"LINESTRING (-59.6455969 13.2815116,-59.6461509 13.2822934,-59.6463245 13.2825959,-59.6464169 13.2827001,-59.6465262 13.2829044,-59.6466032 13.2832148,-59.6466352 13.2834467,-59.6466631 13.283647,-59.646698 13.2838982,-59.6467041 13.2839421,-59.6467884 13.28425,-59.6468062 13.2843151,-59.6468537 13.2845305,-59.646904 13.2845801)",residential,,Checker Hall Number 2,asphalt,40,,,,,,
"LINESTRING (-59.6480862 13.2832187,-59.6472024 13.2834733,-59.6466631 13.283647)",residential,,,,,,,,,,
"LINESTRING (-59.6474613 13.2836717,-59.646698 13.2838982)",residential,,,,,,,,,,
"LINESTRING (-59.6480084 13.2838727,-59.6467884 13.28425)",residential,,,,,,,,,,
"LINESTRING (-59.6456809 13.285309,-59.645998 13.2851272,-59.6461202 13.2850669,-59.6462609 13.2850443,-59.646492 13.285061,-59.646712 13.2849351,-59.6468899 13.2847987,-59.646904 13.2845801)",residential,yes,,,,,,,,,
"LINESTRING (-59.6466352 13.2834467,-59.6465482 13.2834818,-59.6451972 13.2846181)",residential,yes,,,,,,,,,
"LINESTRING (-59.6456809 13.285309,-59.6455419 13.2850801)",unclassified,yes,,,,,,,,,
"LINESTRING (-59.6491971 13.2889041,-59.6493851 13.2886163,-59.6493881 13.2878007,-59.6493881 13.28503,-59.6493789 13.2847841,-59.6493111 13.2846432,-59.6492033 13.2845982,-59.6491569 13.2846059,-59.6490954 13.2846162,-59.6489907 13.2846971,-59.6489722 13.284895,-59.6489968 13.2852099,-59.6488705 13.2855367,-59.6486949 13.2861305,-59.6484392 13.2863524,-59.6481588 13.2864483,-59.6479555 13.2864423,-59.6478106 13.2863673,-59.6477829 13.2861275,-59.6476787 13.2858702)",service,,,,,,,,,,
"LINESTRING (-59.6471173 13.2858244,-59.6471765 13.2862443,-59.6472485 13.2877875,-59.6471808 13.2880489,-59.6471831 13.2883125,-59.6472438 13.2885306,-59.6475801 13.2887443,-59.6477295 13.2887942,-59.647935 13.2887988,-59.6483646 13.2888624)",service,,,,,,,,,,
"LINESTRING (-59.6466199 13.2858435,-59.6464941 13.2858424,-59.6464997 13.2851914,-59.6466256 13.2851924,-59.6466199 13.2858435)",service,,,,,,,,parking_aisle,,
"LINESTRING (-59.6466809 13.286139,-59.6468446 13.2859723,-59.6470162 13.2858289,-59.6471173 13.2858244,-59.6475184 13.2858064,-59.6476787 13.2858702)",service,,,,,,,,,,
"LINESTRING (-59.6466809 13.286139,-59.6466199 13.2858435)",service,,,,,,,,parking_aisle,,
"LINESTRING (-59.6471765 13.2862443,-59.6467722 13.2861877,-59.6466809 13.286139,-59.6461946 13.2861326)",service,yes,,,,,,,,,
"LINESTRING (-59.6461946 13.2861326,-59.6462631 13.2863081,-59.6464546 13.2866922)",service,,,,,,,,,,
"LINESTRING (-59.6461946 13.2861326,-59.6459034 13.2856468,-59.6456809 13.285309)",unclassified,yes,,,,,,,,,
"LINESTRING (-59.6454003 13.2867024,-59.6450543 13.2863683,-59.6448156 13.2862586,-59.6446305 13.2861307,-59.6444803 13.2858984)",track,,,,,,,,,,
"LINESTRING (-59.6469041 13.288803,-59.6466165 13.2887211,-59.6462573 13.2884645,-59.6461104 13.2882148,-59.6459073 13.2876787,-59.6456659 13.2872689,-59.6455264 13.2868381,-59.6454003 13.2867024,-59.6452474 13.286645,-59.6448183 13.2866763,-59.6447405 13.2867572,-59.6447029 13.2869191,-59.6446252 13.2875168,-59.6444857 13.2877518,-59.6444803 13.2879998,-59.6447432 13.2883522,-59.6450221 13.2884488,-59.6453628 13.2885219,-59.645454 13.2886419,-59.6454432 13.2889317,-59.6453976 13.2891275)",track,,,,,,,,,,
"LINESTRING (-59.6472438 13.2885306,-59.6471067 13.288585,-59.646958 13.2886832,-59.6469041 13.288803,-59.6468642 13.2888916,-59.646935 13.2891189,-59.6469052 13.2893109,-59.646781 13.2894666,-59.6465443 13.2897376,-59.6455541 13.2901752,-59.6450371 13.2903741,-59.644692 13.2905069)",track,yes,,,,,,,,,
"LINESTRING (-59.6450371 13.2903741,-59.6452504 13.2908405,-59.6453566 13.2910058,-59.6455017 13.2909542,-59.6456468 13.2908595,-59.6457176 13.2907113,-59.6457264 13.2906183,-59.6456857 13.2904565,-59.6455541 13.2901752)",track,,,,,,,,,,
"LINESTRING (-59.6484926 13.2905115,-59.6485731 13.2907125,-59.6487152 13.2908848,-59.648726 13.2909944,-59.6486267 13.2917227,-59.648624 13.2923048,-59.648742 13.2926259,-59.6488413 13.2931427,-59.648911 13.2935969,-59.6490746 13.2938867)",track,,,,,,,,,,
"LINESTRING (-59.6449105 13.2831052,-59.6443148 13.2835843)",residential,,,,,,,,,,
"LINESTRING (-59.6445841 13.2838872,-59.6441648 13.2842982)",residential,,,,,,,,,,
"LINESTRING (-59.6438078 13.2837383,-59.6438883 13.2837122,-59.6439996 13.2836248,-59.6441002 13.2835425,-59.6441512 13.2835151,-59.6442088 13.2835073,-59.6442504 13.2835216,-59.6443148 13.2835843,-59.6445841 13.2838872,-59.6446595 13.283972,-59.6451972 13.2846181,-59.6455419 13.2850801)",residential,,Checker Hall Road,,40,,,,,,
"LINESTRING (-59.6455419 13.2850801,-59.645322 13.2849866,-59.6450125 13.2849279,-59.6445415 13.2850163,-59.6431213 13.2852522)",unclassified,yes,,,,,,,,,
"LINESTRING (-59.6429718 13.2845618,-59.6431213 13.2852522)",unclassified,yes,,,,,,yes,,,
"LINESTRING (-59.6430204 13.2852691,-59.6428763 13.2846531)",unclassified,yes,,asphalt,,,,yes,,,
"LINESTRING (-59.6399936 13.2863775,-59.6405785 13.2859872,-59.6411219 13.2857099,-59.6412721 13.2856471,-59.6414587 13.285575,-59.6417938 13.2854789,-59.6424945 13.2849826,-59.6428535 13.2846728,-59.6428763 13.2846531,-59.6429718 13.2845618,-59.6435544 13.2840516,-59.6437355 13.2838779,-59.6437918 13.283801,-59.6438078 13.2837383)",secondary,,Charles Duncan O'Neil Highway,asphalt,60,H1B,2,,,,
"LINESTRING (-59.6431213 13.2852522,-59.6430204 13.2852691,-59.6427924 13.2852991,-59.6417938 13.2854789)",unclassified,yes,,,,,,yes,,,
"LINESTRING (-59.6427924 13.2852991,-59.6429691 13.2855343,-59.6431405 13.2857659,-59.6432084 13.2859448,-59.643362 13.2867272,-59.6433791 13.2869038,-59.6433582 13.2870551,-59.6432489 13.287277,-59.6432072 13.2874425,-59.6432636 13.2876033,-59.643511 13.2881552,-59.6441255 13.2893173)",track,yes,,,,,,,,,
"LINESTRING (-59.640921 13.2897978,-59.641318 13.2896672,-59.6417681 13.2895655,-59.6422292 13.2894826,-59.6441255 13.2893173,-59.644692 13.2905069,-59.6452228 13.2916528,-59.645709 13.292646,-59.646078 13.2933713)",residential,,Maycocks Road,asphalt,40,,,,,,
"LINESTRING (-59.6446533 13.2936896,-59.6441426 13.2927397)",residential,,,,,,,,,,
"LINESTRING (-59.6433392 13.2929761,-59.6417143 13.2938147)",residential,,Bromefield No. 1,,,,,,,,
"LINESTRING (-59.6476685 13.294441,-59.6474017 13.2931831)",residential,,12th Avenue Maycocks Terrace Cul-de-sac,asphalt,,,,,,,
"LINESTRING (-59.6480485 13.2951487,-59.6480684 13.2951101,-59.6480684 13.2950631,-59.6479879 13.2948686,-59.6477228 13.2944102)",residential,,,,,,,,,,
"LINESTRING (-59.6461134 13.2943382,-59.6465232 13.2950577)",residential,,10th Avenue Avenue Maycocks Terrace Cul-de-sac,asphalt,,,,,,,
"LINESTRING (-59.6467476 13.2939775,-59.6461134 13.2943382,-59.6454791 13.294708)",residential,,10th Avenue Maycocks Terrace Cul-de-sac,asphalt,,,,,,,
"LINESTRING (-59.6471004 13.2956523,-59.6466889 13.2949857)",residential,,11th Avenue Maycocks Terrace Cul-de-sac,asphalt,,,,,,,
"LINESTRING (-59.6480485 13.2951487,-59.6471004 13.2956523,-59.6457686 13.2964177)",residential,,11th Avenue Maycocks Terrace Cul-de-sac,asphalt,,,,,,,
"LINESTRING (-59.6421347 13.2980452,-59.6425315 13.2978594,-59.642687 13.2977587,-59.6430649 13.297544,-59.6432196 13.2974467,-59.6436729 13.2971921,-59.6439891 13.2969804,-59.6442653 13.2966923,-59.6444966 13.2964649,-59.6446644 13.2962989,-59.6449178 13.2960572,-59.6451354 13.2958475,-59.6452983 13.2957434,-59.6456732 13.295546,-59.6460106 13.2953455,-59.6465232 13.2950577,-59.6466889 13.2949857,-59.6476685 13.294441,-59.6477228 13.2944102,-59.6480314 13.294235)",residential,,Maycocks Terrace,asphalt,40,,,,,,
"LINESTRING (-59.647021 13.2965692,-59.6470827 13.2965875,-59.6475172 13.2973236)",residential,,,,,,,,,,
"LINESTRING (-59.6465376 13.2968384,-59.6472088 13.2980467)",residential,,,,,,,,,,
"LINESTRING (-59.6454195 13.2974381,-59.6459562 13.2971644,-59.6465007 13.296859,-59.6465376 13.2968384,-59.647021 13.2965692)",residential,,,,,,,,,,
"LINESTRING (-59.6449178 13.2960572,-59.6455467 13.2969284)",residential,,9th Avenue Maycocks Terrace Cul-de-sac,asphalt,,,,,,,
"LINESTRING (-59.64697 13.2990908,-59.6469271 13.2989315,-59.6460608 13.297381,-59.6459562 13.2971644)",residential,,,,,,,,,,
"LINESTRING (-59.6466911 13.2996333,-59.6454195 13.2974381,-59.6453607 13.2973367)",residential,,,,,,,,,,
"LINESTRING (-59.6444401 13.2977632,-59.6447901 13.2977693,-59.6448687 13.2977904,-59.6451796 13.298296,-59.6454907 13.2987886,-59.6458195 13.2993238)",residential,,Park Place,,,,,,,,
"LINESTRING (-59.6448776 13.2984306,-59.6451796 13.298296)",residential,yes,,asphalt,,,,,,,
"LINESTRING (-59.6467466 13.299567,-59.6468574 13.2992839,-59.64697 13.2990908,-59.6473107 13.2988324,-59.6475575 13.2986314)",residential,,,,,,,,,,
"LINESTRING (-59.6445161 13.2991665,-59.6449989 13.2990429,-59.6454907 13.2987886)",residential,,Sunset Close,asphalt,,,,,,,
"LINESTRING (-59.6458195 13.2993238,-59.6459411 13.2995929,-59.6460659 13.2998098,-59.6460608 13.2999492,-59.6457509 13.300068,-59.645472 13.3001558,-59.6448626 13.3005328,-59.6446457 13.3006413,-59.6444959 13.3005897,-59.6439661 13.2998818)",residential,,Park Place,asphalt,,,,,,,
"LINESTRING (-59.648456 13.2997136,-59.6476653 13.3001778,-59.6475106 13.3002489,-59.6472843 13.3001386,-59.6471406 13.300022,-59.6468605 13.2996631,-59.6467466 13.299567,-59.6466911 13.2996333,-59.6466498 13.2996827,-59.6464337 13.300031,-59.6462754 13.3002184,-59.6460799 13.3003918,-59.6453938 13.3010312,-59.6451081 13.30126,-59.644915 13.3013097,-59.6445604 13.3012747)",residential,,Friendly Hall Road,asphalt,,,,,,,
"LINESTRING (-59.6463159 13.3006503,-59.6463589 13.3007423,-59.6470422 13.3016707,-59.6470765 13.3017042)",residential,,Magenta Avenue,asphalt,,,,,,,
"LINESTRING (-59.6467113 13.3020094,-59.6458905 13.3011312)",residential,,Aqua Avenue,asphalt,,,,,,,
"LINESTRING (-59.6463589 13.3007423,-59.6458905 13.3011312,-59.6456842 13.3012734,-59.6454006 13.3015369)",residential,,Cyan Drive,asphalt,,,,,,,
"LINESTRING (-59.6453938 13.3010312,-59.6456842 13.3012734)",residential,yes,,,,,,,,,
"LINESTRING (-59.6502561 13.3049734,-59.6501917 13.3041251,-59.6500978 13.3035535,-59.6499423 13.3030601,-59.6498082 13.3027913,-59.6497357 13.3026007,-59.6496982 13.3024415,-59.6496875 13.3022562,-59.6497129 13.3021152,-59.6497183 13.302003,-59.6497009 13.3019664,-59.6496714 13.3019508,-59.6496378 13.3019508,-59.6496003 13.3019782,-59.6495627 13.30205,-59.6495306 13.3021987,-59.6494943 13.3024806,-59.6495064 13.3026947,-59.6495802 13.302987,-59.6496794 13.3032415,-59.6497706 13.3035756,-59.649784 13.3037949,-59.6497599 13.3039593,-59.6496955 13.3041368,-59.6495104 13.3047137,-59.6494595 13.304762,-59.6494286 13.3047842)",track,,,,,,,,,,
"LINESTRING (-59.6470422 13.3016707,-59.6467113 13.3020094,-59.6464191 13.3023649)",residential,,Skyblue Drive,asphalt,,,,,,,
"LINESTRING (-59.6464835 13.3024527,-59.6464191 13.3023649,-59.6454006 13.3015369,-59.645362 13.3014993)",residential,,Crimson Avenue,asphalt,,,,,,,
"LINESTRING (-59.6476222 13.3056416,-59.6477194 13.3050576,-59.6478819 13.3046825,-59.6479668 13.3044866,-59.6479869 13.3043848,-59.6479843 13.3042895,-59.6479346 13.304176,-59.6478367 13.304082,-59.6466491 13.3030504,-59.6445604 13.3012747,-59.6441809 13.3008505,-59.6436179 13.3001258,-59.6433202 13.2997362,-59.6429829 13.2992598,-59.6428106 13.2991241,-59.6426769 13.2990417,-59.6422731 13.2989043)",unclassified,,Husbands Road,asphalt,40,,,,,,
"LINESTRING (-59.6447563 13.2942867,-59.6444769 13.293785)",residential,,,,,,,,,,
"LINESTRING (-59.6440517 13.2940147,-59.6442663 13.2944051,-59.6443187 13.2944791,-59.6443981 13.2945153)",residential,,,,,,,,,,
"LINESTRING (-59.6452099 13.2933895,-59.6446533 13.2936896,-59.6444769 13.293785,-59.6440517 13.2940147,-59.6435675 13.2942763,-59.6427324 13.2947414,-59.6423291 13.2949591,-59.6418654 13.2951993,-59.6417181 13.2952165)",residential,,Bromefield No 2,asphalt,,,,,,,
"LINESTRING (-59.6437928 13.2947297,-59.6435402 13.2948525)",residential,,,,,,,,,,
"LINESTRING (-59.6436946 13.2956487,-59.6438208 13.2955888,-59.6438835 13.2955422,-59.6439203 13.2954693,-59.6439523 13.2953754,-59.6439809 13.2952089,-59.6439783 13.2950941,-59.6439612 13.2950002,-59.6437928 13.2947297,-59.6435675 13.2942763)",residential,yes,,asphalt,,,,,,,
"LINESTRING (-59.6446644 13.2962989,-59.6444626 13.2960898)",residential,,8th Avenue Maycocks Terrace Cul-de-sac,asphalt,,,,,,,
"LINESTRING (-59.6419571 13.2972604,-59.6425132 13.2967262,-59.6426242 13.2966334,-59.6427766 13.2965294,-59.6437061 13.2961315,-59.6438849 13.296088,-59.6440686 13.2960163,-59.644305 13.2958913,-59.6447133 13.2956492,-59.6449943 13.2954052,-59.6450325 13.2953478,-59.6450472 13.2953014,-59.6450613 13.2952545,-59.6450948 13.2952198,-59.6453236 13.295101)",residential,,Husbands Drive,asphalt,40,,,,,,
"LINESTRING (-59.6427324 13.2947414,-59.6428786 13.2951236,-59.6429931 13.295709,-59.6430495 13.2957713,-59.6431293 13.2958024,-59.6432119 13.2958055,-59.6436259 13.2957554)",residential,yes,,asphalt,,,,,,,
"LINESTRING (-59.6444966 13.2964649,-59.6449752 13.2971291)",residential,,7th Avenue,asphalt,,,,,,,
"LINESTRING (-59.6442653 13.2966923,-59.6440536 13.2964523,-59.6439949 13.2964275,-59.6439177 13.2964283,-59.6437327 13.2964791,-59.6434008 13.2966053,-59.6429912 13.2968115,-59.6429258 13.2968588,-59.6428961 13.2968902,-59.6428857 13.2969215,-59.6428885 13.2969637)",residential,,6th Avenue,asphalt,,,,,,,
"LINESTRING (-59.6436729 13.2971921,-59.6435356 13.2969744)",residential,yes,,asphalt,,,,,,,
"LINESTRING (-59.6432196 13.2974467,-59.6429233 13.2970473,-59.6428885 13.2969637)",residential,,4th Avenue,asphalt,,,,,,,
"LINESTRING (-59.6439546 13.2979442,-59.6438469 13.2977491)",residential,,,,,,,,,,
"LINESTRING (-59.6440002 13.2976662,-59.6438469 13.2977491,-59.6436193 13.2978721,-59.6433309 13.298028)",residential,,,,,,,,,,
"LINESTRING (-59.6437615 13.2981386,-59.6436193 13.2978721)",residential,,,,,,,,,,
"LINESTRING (-59.6445765 13.2997157,-59.6445161 13.2991665,-59.6444674 13.2989511,-59.6444214 13.2986816,-59.6443864 13.2985393,-59.6443742 13.2983856,-59.6444038 13.2981635,-59.6444277 13.2979805,-59.6444401 13.2977632,-59.6444266 13.2976302,-59.6443791 13.2974109,-59.6442885 13.2972642,-59.6441682 13.2971074,-59.6439891 13.2969804)",residential,,5th Avenue,asphalt,,,,,,,
"LINESTRING (-59.6432196 13.2989515,-59.6432981 13.2989061,-59.643402 13.2988459,-59.6435487 13.2987611,-59.643713 13.298666,-59.6439003 13.2985576)",residential,,,,,,,,,,
"LINESTRING (-59.6430649 13.297544,-59.6433309 13.298028,-59.643713 13.298666)",residential,,3rd Avenue,,,,,,,,
"LINESTRING (-59.6425315 13.2978594,-59.6429826 13.2986061,-59.6430825 13.2987653,-59.6431663 13.2988837,-59.6432196 13.2989515)",residential,,1st Avenue,asphalt,,,,,,,
"LINESTRING (-59.6429826 13.2986061,-59.6427292 13.298736,-59.6426825 13.2987423,-59.6426289 13.298726,-59.6426014 13.2986914,-59.6425169 13.2984636)",residential,,,,,,,,,,
"LINESTRING (-59.6435257 13.2993281,-59.6435724 13.2993368,-59.643622 13.2993263,-59.6441034 13.2990661,-59.6444674 13.2989511)",residential,yes,,asphalt,,,,,,,
"LINESTRING (-59.6436179 13.3001258,-59.6439661 13.2998818,-59.6440927 13.2998092,-59.6442271 13.2997684,-59.6445765 13.2997157,-59.6451624 13.2996137,-59.6458195 13.2993238)",residential,,Center Street,asphalt,40,,,,,,
"LINESTRING (-59.6435257 13.2993281,-59.6432196 13.2989515)",residential,,,,,,,,,,
"LINESTRING (-59.6478819 13.3046825,-59.6479722 13.3047241,-59.6480768 13.3047463,-59.6482257 13.3047385,-59.6483611 13.3046719,-59.6484818 13.3045936,-59.6485891 13.3045493,-59.6486897 13.3045414,-59.6488734 13.3045832,-59.6492932 13.3047307,-59.6494018 13.3047763,-59.6494286 13.3047842,-59.6494501 13.3048233,-59.6494581 13.3048781,-59.6494394 13.3049578,-59.6493978 13.30504,-59.6492892 13.305207,-59.6490652 13.3055424,-59.6489163 13.3058322,-59.6487715 13.3062837,-59.6486937 13.3065787)",service,,,,,,,,,,
"LINESTRING (-59.6476222 13.3056416,-59.6476383 13.3057591,-59.6476825 13.3058335,-59.6478609 13.3061036,-59.6479776 13.3062837,-59.6480795 13.3063647,-59.6482699 13.3064443,-59.6486937 13.3065787,-59.6487769 13.3066387,-59.6488318 13.3067053,-59.6489606 13.3068488,-59.6490545 13.3069611,-59.649084 13.3070211,-59.6490893 13.3070825,-59.6490826 13.3071699,-59.6489981 13.3073148)",unclassified,yes,,,,,,,,,
"LINESTRING (-59.6450844 13.3060766,-59.6466491 13.3030504)",track,yes,,,,,,,,,
"LINESTRING (-59.6460518 13.3063633,-59.6465435 13.3063189,-59.6466551 13.3060599,-59.6468182 13.3058595,-59.6474276 13.3059012,-59.6476222 13.3056416)",track,yes,,,,,,,,,
"LINESTRING (-59.6460518 13.3063633,-59.6457539 13.3062437,-59.6453075 13.3061518,-59.6450844 13.3060766)",track,yes,,,,,,,,,
"LINESTRING (-59.6489981 13.3073148,-59.6487702 13.3076345,-59.6483678 13.3083928)",track,yes,,,,,,,,,
"LINESTRING (-59.6453308 13.3074575,-59.6474852 13.3074158)",track,yes,,,,,,,,,
"LINESTRING (-59.6442408 13.3090612,-59.646996 13.3099132)",track,yes,,,,,,,,,
"LINESTRING (-59.6465239 13.3107985,-59.6437773 13.3100134)",track,yes,,,,,,,,,
"LINESTRING (-59.6424727 13.3063216,-59.6455111 13.3064051,-59.6459231 13.3065554)",track,yes,,,,,,,,,
"LINESTRING (-59.6422152 13.3076413,-59.6449274 13.3080004)",track,yes,,,,,,,,,
"LINESTRING (-59.6425177 13.3123917,-59.6430649 13.3113331,-59.6437773 13.3100134,-59.6442408 13.3090612,-59.6443953 13.3087355,-59.6444725 13.3084515,-59.6446442 13.3082594,-59.6449274 13.3080004,-59.645142 13.3077582,-59.6453308 13.3074575,-59.6459231 13.3065554,-59.6460518 13.3063633)",track,yes,,,,,,,,,
